"","spec","pi_param","ie_rd","ie_rd_var","var_to_use","std_err","ci_low","ci_high","setup","bootstrap","augmented","iter","m_a","true_ie"
"1","hetero",100,0.329024722713586,0.00358939250723997,0.00358939250723997,0.0599115390157853,0.211600263984281,0.446449181442892,"hetero",FALSE,FALSE,1,100,0.3575
"2","homo",100,0.328625957999868,0.00358716482345334,0.00358716482345334,0.0598929446884468,0.211237943482463,0.446013972517273,"hetero",FALSE,FALSE,1,100,0.3575
"3","hetero",100,0.345902143806601,0.00191706479198202,0.00191706479198202,0.0437842984639701,0.260086495728867,0.431717791884334,"hetero",FALSE,TRUE,1,100,0.3575
"4","homo",100,0.360532979891399,0.00195286131248433,0.00195286131248433,0.0441911904397735,0.273919838195492,0.447146121587306,"hetero",FALSE,TRUE,1,100,0.3575
"5","hetero",100,0.329024722713586,0.00358939250723997,0.00364840628962223,0.0604020387869667,0.21063890209834,0.447410543328832,"hetero",TRUE,FALSE,1,100,0.3575
"6","homo",100,0.328625957999868,0.00358716482345334,0.00361782910245744,0.0601483923513957,0.210737275263148,0.446514640736588,"hetero",TRUE,FALSE,1,100,0.3575
"7","hetero",100,0.343271316491536,0.00195270532044667,0.00201618962983386,0.0449020002876694,0.255265013093897,0.431277619889175,"hetero",TRUE,TRUE,1,100,0.3575
"8","homo",100,0.341511854418918,0.00207292140748616,0.00198310950016134,0.0445321176249383,0.254230507718737,0.428793201119098,"hetero",TRUE,TRUE,1,100,0.3575
"9","Naive",0,0.29,0.00279346733668342,0.00279346733668342,0.0528532623088057,0.186409509409293,0.393590490590707,"hetero",FALSE,FALSE,1,100,0.3575
"10","Naive",0,0.310368767374002,0.00146476777281376,0.00146476777281376,0.0382722846563118,0.235356467841566,0.385381066906438,"hetero",FALSE,TRUE,1,100,0.3575
"11","Naive",0,0.29,0.00279346733668342,0.00275407018903781,0.0524792357893844,0.187142587916621,0.392857412083379,"hetero",TRUE,FALSE,1,100,0.3575
"12","Naive",0,0.307306706580887,0.0014401312008533,0.00148168417446998,0.0384926509150771,0.231862497117864,0.382750916043911,"hetero",TRUE,TRUE,1,100,0.3575
"13","hetero",100,0.305431878055207,0.00358454825515719,0.00358454825515719,0.0598710969931,0.188086684233827,0.422777071876588,"hetero",FALSE,FALSE,2,100,0.3575
"14","homo",100,0.305962098827463,0.00359490829851746,0.00359490829851746,0.059957554140554,0.188447452110867,0.423476745544059,"hetero",FALSE,FALSE,2,100,0.3575
"15","hetero",100,0.361911042559146,0.00190504869484191,0.00190504869484191,0.0436468635166596,0.276364762028358,0.447457323089934,"hetero",FALSE,TRUE,2,100,0.3575
"16","homo",100,0.363334101905066,0.00197230624221555,0.00197230624221555,0.0444106546024211,0.276290818354473,0.45037738545566,"hetero",FALSE,TRUE,2,100,0.3575
"17","hetero",100,0.305431878055207,0.00358454825515719,0.00360399626875895,0.060033293002791,0.187768785896397,0.423094970214018,"hetero",TRUE,FALSE,2,100,0.3575
"18","homo",100,0.305962098827463,0.00359490829851746,0.00349361180786168,0.0591067830951887,0.190114932718872,0.421809264936054,"hetero",TRUE,FALSE,2,100,0.3575
"19","hetero",100,0.363707856025944,0.00188051889625059,0.00209430018632713,0.045763524627449,0.274012995950532,0.453402716101355,"hetero",TRUE,TRUE,2,100,0.3575
"20","homo",100,0.372926590809596,0.0019354740233813,0.0021189571751534,0.0460321319857488,0.282705269985934,0.463147911633257,"hetero",TRUE,TRUE,2,100,0.3575
"21","Naive",0,0.27,0.00279949748743719,0.00279949748743719,0.0529102777108303,0.16629776127476,0.37370223872524,"hetero",FALSE,FALSE,2,100,0.3575
"22","Naive",0,0.319663664591133,0.0014616567538699,0.0014616567538699,0.0382316198175005,0.244731066678204,0.394596262504062,"hetero",FALSE,TRUE,2,100,0.3575
"23","Naive",0,0.27,0.00279949748743719,0.00275047683136627,0.0524449886201368,0.167209711134919,0.372790288865081,"hetero",TRUE,FALSE,2,100,0.3575
"24","Naive",0,0.325684791727066,0.00153093299503841,0.0016164085280175,0.0402045834205194,0.246885256209412,0.40448432724472,"hetero",TRUE,TRUE,2,100,0.3575
"25","hetero",100,0.438964007675443,0.00406018257550736,0.00406018257550736,0.0637195619531974,0.314075961136507,0.563852054214378,"hetero",FALSE,FALSE,3,100,0.3575
"26","homo",100,0.43627928906879,0.0040445138194279,0.0040445138194279,0.0635964921943648,0.311632454824752,0.560926123312828,"hetero",FALSE,FALSE,3,100,0.3575
"27","hetero",100,0.372739848814553,0.00216465274968947,0.00216465274968947,0.0465258288447339,0.281550899927999,0.463928797701106,"hetero",FALSE,TRUE,3,100,0.3575
"28","homo",100,0.380719505342367,0.00220085018493279,0.00220085018493279,0.0469132197246447,0.288771284283249,0.472667726401484,"hetero",FALSE,TRUE,3,100,0.3575
"29","hetero",100,0.438964007675443,0.00406018257550736,0.00402413404298183,0.0634360626377602,0.314631609584406,0.56329640576648,"hetero",TRUE,FALSE,3,100,0.3575
"30","homo",100,0.43627928906879,0.0040445138194279,0.00406096186653509,0.0637256766659648,0.311379257913054,0.561179320224526,"hetero",TRUE,FALSE,3,100,0.3575
"31","hetero",100,0.379334314122087,0.00217018416996832,0.00205896777156394,0.045375850091915,0.290399282174045,0.468269346070129,"hetero",TRUE,TRUE,3,100,0.3575
"32","homo",100,0.366096330274571,0.00215300885447354,0.0020168884786213,0.0449097815472454,0.278074775888408,0.454117884660733,"hetero",TRUE,TRUE,3,100,0.3575
"33","Naive",0,0.385,0.00314962311557789,0.00314962311557789,0.0561215031478834,0.275003875071897,0.494996124928103,"hetero",FALSE,FALSE,3,100,0.3575
"34","Naive",0,0.327521007140163,0.00170917984103279,0.00170917984103279,0.0413422283027027,0.246491728626234,0.408550285654093,"hetero",FALSE,TRUE,3,100,0.3575
"35","Naive",0,0.385,0.00314962311557789,0.00309642718943789,0.0556455495923788,0.275936726899,0.494063273101,"hetero",TRUE,FALSE,3,100,0.3575
"36","Naive",0,0.326530006599311,0.00169351267508677,0.00155808423345169,0.0394725757134202,0.249165179823977,0.403894833374645,"hetero",TRUE,TRUE,3,100,0.3575
"37","hetero",100,0.330012129271204,0.00395610507774742,0.00395610507774742,0.0628975760880133,0.206735145423831,0.453289113118578,"hetero",FALSE,FALSE,4,100,0.3575
"38","homo",100,0.328625957999868,0.00397433857665932,0.00397433857665932,0.0630423554180784,0.205065211879861,0.452186704119875,"hetero",FALSE,FALSE,4,100,0.3575
