"","spec","pi_param","ie_rd","ie_rd_var","var_to_use","std_err","ci_low","ci_high","setup","bootstrap","augmented","iter","m_a","true_ie"
"52","homo",200,0.257976545326548,0.00352919742602934,0.00352919742602934,0.0594070486224433,0.141540869598739,0.374412221054356,"hetero",FALSE,TRUE,5,200,0.335
"53","hetero",200,0.268664507744891,0.00711359562770983,0.00717991523525545,0.0847343804795636,0.102588173752633,0.43474084173715,"hetero",TRUE,FALSE,5,200,0.335
"54","homo",200,0.276108856328873,0.00695146204066898,0.00703229402367247,0.0838587742795735,0.111748678953235,0.440469033704511,"hetero",TRUE,FALSE,5,200,0.335
"55","hetero",200,0.259773189993826,0.00353883635500679,0.00353443727041942,0.0594511334662294,0.143251109559932,0.376295270427719,"hetero",TRUE,TRUE,5,200,0.335
"56","homo",200,0.285236004148253,0.00347403860143412,0.00345943997252581,0.0588170041104255,0.169956794413274,0.400515213883231,"hetero",TRUE,TRUE,5,200,0.335
"57","Naive",0,0.215,0.00421494974874372,0.00421494974874372,0.064922644344972,0.087753955302752,0.342246044697248,"hetero",FALSE,FALSE,5,200,0.335
"58","Naive",0,0.203673059496334,0.00224377016980005,0.00224377016980005,0.0473684512075289,0.110832601126134,0.296513517866533,"hetero",FALSE,TRUE,5,200,0.335
"59","Naive",0,0.215,0.00421494974874372,0.0041659375625125,0.0645440745732132,0.0884959384210348,0.341504061578965,"hetero",TRUE,FALSE,5,200,0.335
"60","Naive",0,0.213052023258823,0.00204465252215016,0.00209582572975589,0.0457801892717351,0.123324501080795,0.302779545436851,"hetero",TRUE,TRUE,5,200,0.335
"61","hetero",200,0.371839693778969,0.00642121866177407,0.00642121866177407,0.0801325068981002,0.214782866267785,0.528896521290152,"hetero",FALSE,FALSE,6,200,0.335
"62","homo",200,0.378847035427989,0.00628182103695994,0.00628182103695994,0.079257939898536,0.223504327738018,0.53418974311796,"hetero",FALSE,FALSE,6,200,0.335
"63","hetero",200,0.320304807582175,0.00330738654703365,0.00330738654703365,0.0575098821684904,0.207587509776791,0.433022105387558,"hetero",FALSE,TRUE,6,200,0.335
"64","homo",200,0.333160914007869,0.00317780730640016,0.00317780730640016,0.0563720436599576,0.222673738699433,0.443648089316306,"hetero",FALSE,TRUE,6,200,0.335
"65","hetero",200,0.371839693778969,0.00642121866177407,0.00636935236869571,0.0798082224378899,0.215418452130543,0.528260935427394,"hetero",TRUE,FALSE,6,200,0.335
"66","homo",200,0.378847035427989,0.00628182103695994,0.00603190182314017,0.0776653193075273,0.226625806737432,0.531068264118546,"hetero",TRUE,FALSE,6,200,0.335
"67","hetero",200,0.315673504397459,0.00334016251231573,0.00330486368779733,0.057487943847361,0.20299920491137,0.428347803883548,"hetero",TRUE,TRUE,6,200,0.335
"68","homo",200,0.322324946519782,0.00311897296210101,0.00310111938812656,0.055687695123129,0.213179069696402,0.431470823343162,"hetero",TRUE,TRUE,6,200,0.335
"69","Naive",0,0.295,0.00380891959798995,0.00380891959798995,0.0617164451178934,0.174037990315086,0.415962009684914,"hetero",FALSE,FALSE,6,200,0.335
"70","Naive",0,0.247003065174771,0.00196444914062621,0.00196444914062621,0.0443221066808225,0.160133332361417,0.333872797988126,"hetero",FALSE,TRUE,6,200,0.335
"71","Naive",0,0.295,0.00380891959798995,0.00376654119223845,0.0613721532312371,0.174712790013102,0.415287209986898,"hetero",TRUE,FALSE,6,200,0.335
"72","Naive",0,0.253260300824992,0.00189129242726095,0.00193443043391686,0.0439821604052923,0.167056850468355,0.339463751181628,"hetero",TRUE,TRUE,6,200,0.335
"73","hetero",200,0.231505145415654,0.00619237389337317,0.00619237389337317,0.0786916380142971,0.0772723690231686,0.385737921808139,"hetero",FALSE,FALSE,7,200,0.335
"74","homo",200,0.23116090297301,0.00611296044970039,0.00611296044970039,0.0781854235116776,0.0779202887741111,0.38440151717191,"hetero",FALSE,FALSE,7,200,0.335
"75","hetero",200,0.289633845307943,0.00319303692823347,0.00319303692823347,0.0565069635375452,0.178882231898636,0.400385458717249,"hetero",FALSE,TRUE,7,200,0.335
"76","homo",200,0.280572750922662,0.00309201809093143,0.00309201809093143,0.0556059177689878,0.17158715476815,0.389558347077174,"hetero",FALSE,TRUE,7,200,0.335
"77","hetero",200,0.231505145415654,0.00619237389337317,0.00619856145363861,0.0787309434316559,0.077195331820748,0.38581495901056,"hetero",TRUE,FALSE,7,200,0.335
"78","homo",200,0.23116090297301,0.00611296044970039,0.00615199345962806,0.0784346445113896,0.0774318245904845,0.384889981355536,"hetero",TRUE,FALSE,7,200,0.335
"79","hetero",200,0.292449909399253,0.00315061911477435,0.00332602612109077,0.0576717098852702,0.179415435097281,0.405484383701225,"hetero",TRUE,TRUE,7,200,0.335
"80","homo",200,0.289428404735598,0.00314027646255306,0.00317365973582645,0.0563352441711798,0.179013355099815,0.39984345437138,"hetero",TRUE,TRUE,7,200,0.335
"81","Naive",0,0.18,0.00370653266331658,0.00370653266331658,0.060881299783403,0.060674845092544,0.299325154907456,"hetero",FALSE,FALSE,7,200,0.335
"82","Naive",0,0.211198605757741,0.00197665993798151,0.00197665993798151,0.0444596439254917,0.124059304898302,0.29833790661718,"hetero",FALSE,TRUE,7,200,0.335
"83","Naive",0,0.18,0.00370653266331658,0.00355622414082817,0.0596340853944132,0.0631193403759641,0.296880659624036,"hetero",TRUE,FALSE,7,200,0.335
"84","Naive",0,0.219633791732233,0.00202536388411689,0.00190772809288675,0.0436775467819193,0.134027373106608,0.305240210357858,"hetero",TRUE,TRUE,7,200,0.335
"85","hetero",200,0.509051627615556,0.00664297814921407,0.00664297814921407,0.0815044670506719,0.349305807617108,0.668797447614005,"hetero",FALSE,FALSE,8,200,0.335
"86","homo",200,0.513690895495578,0.00654723258576912,0.00654723258576912,0.0809149713326843,0.355100465873426,0.67228132511773,"hetero",FALSE,FALSE,8,200,0.335
"87","hetero",200,0.42966300972287,0.00323458099753588,0.00323458099753588,0.0568733768782537,0.31819323936232,0.541132780083421,"hetero",FALSE,TRUE,8,200,0.335
"88","homo",200,0.431805448311608,0.00310369442871034,0.00310369442871034,0.0557108106987355,0.322614265792558,0.540996630830658,"hetero",FALSE,TRUE,8,200,0.335
"89","hetero",200,0.509051627615556,0.00664297814921407,0.00660875103186511,0.0812942250831208,0.349717874301547,0.668385380929566,"hetero",TRUE,FALSE,8,200,0.335
"90","homo",200,0.513690895495578,0.00654723258576912,0.00664426362086316,0.0815123525661182,0.353929620170856,0.673452170820301,"hetero",TRUE,FALSE,8,200,0.335
"91","hetero",200,0.427891671766643,0.00317717750300956,0.00298402741302441,0.0546262520499476,0.320826185138338,0.534957158394948,"hetero",TRUE,TRUE,8,200,0.335
"92","homo",200,0.428813252866615,0.00324244669015868,0.00294623755415482,0.0542792552837161,0.322427867402876,0.535198638330354,"hetero",TRUE,TRUE,8,200,0.335
"93","Naive",0,0.4,0.00396984924623116,0.00396984924623116,0.0630067396889504,0.276509059426367,0.523490940573633,"hetero",FALSE,FALSE,8,200,0.335
"94","Naive",0,0.340195843117648,0.00191590518079176,0.00191590518079176,0.0437710541430265,0.254406153431963,0.425985532803332,"hetero",FALSE,TRUE,8,200,0.335
"95","Naive",0,0.4,0.00396984924623116,0.00387500912582517,0.0622495712902922,0.277993082217969,0.522006917782031,"hetero",TRUE,FALSE,8,200,0.335
"96","Naive",0,0.333395512099204,0.00186823261751241,0.0017834411875675,0.042230808511885,0.250624648377902,0.416166375820506,"hetero",TRUE,TRUE,8,200,0.335
"97","hetero",200,0.285327823069634,0.00612764568879329,0.00612764568879329,0.0782792800732945,0.131903253390253,0.438752392749015,"hetero",FALSE,FALSE,9,200,0.335
"98","homo",200,0.282529992522568,0.00589748190890292,0.00589748190890292,0.076795064352489,0.132014432201254,0.433045552843882,"hetero",FALSE,FALSE,9,200,0.335
"99","hetero",200,0.305485307285227,0.00293314352563833,0.00293314352563833,0.054158503724146,0.199336590529322,0.411634024041131,"hetero",FALSE,TRUE,9,200,0.335
"100","homo",200,0.303667533280765,0.00282889608416047,0.00282889608416047,0.0531873677122723,0.199422208132223,0.407912858429307,"hetero",FALSE,TRUE,9,200,0.335
"101","hetero",200,0.285327823069634,0.00612764568879329,0.00617701853495528,0.0785940108084279,0.131286392484564,0.439369253654704,"hetero",TRUE,FALSE,9,200,0.335
"102","homo",200,0.282529992522568,0.00589748190890292,0.00591304489603226,0.0768963256341437,0.131815963736182,0.433244021308954,"hetero",TRUE,FALSE,9,200,0.335
"103","hetero",200,0.314786968393098,0.00299229613035812,0.00298562127736646,0.0546408389152881,0.207692892034079,0.421881044752117,"hetero",TRUE,TRUE,9,200,0.335
"104","homo",200,0.290625831737718,0.00309827143048834,0.00302602224159038,0.0550092923203924,0.182809599974713,0.398442063500723,"hetero",TRUE,TRUE,9,200,0.335
"105","Naive",0,0.22,0.00357587939698492,0.00357587939698492,0.0597986571503485,0.102796785661458,0.337203214338542,"hetero",FALSE,FALSE,9,200,0.335
"106","Naive",0,0.241786229728427,0.00180689280702984,0.00180689280702984,0.0425075617629362,0.15847293960246,0.325099519854394,"hetero",FALSE,TRUE,9,200,0.335
"107","Naive",0,0.22,0.00357587939698492,0.00351280616123225,0.0592689308257897,0.103835030179256,0.336164969820744,"hetero",TRUE,FALSE,9,200,0.335
"108","Naive",0,0.235695746754041,0.00172355696899603,0.00186414504989365,0.0431757460838102,0.151072839424127,0.320318654083955,"hetero",TRUE,TRUE,9,200,0.335
"109","hetero",200,0.528023784083973,0.0060458455636524,0.0060458455636524,0.0777550356160449,0.375626714659896,0.68042085350805,"hetero",FALSE,FALSE,10,200,0.335
"110","homo",200,0.520112031689273,0.0058923021362876,0.0058923021362876,0.0767613322988052,0.369662584978304,0.670561478400242,"hetero",FALSE,FALSE,10,200,0.335
"111","hetero",200,0.497335791602812,0.0028134910025474,0.0028134910025474,0.0530423510277156,0.393374693933158,0.601296889272465,"hetero",FALSE,TRUE,10,200,0.335
"112","homo",200,0.498471753086919,0.00280724452896683,0.00280724452896683,0.0529834363642717,0.394626126035777,0.602317380138062,"hetero",FALSE,TRUE,10,200,0.335
"113","hetero",200,0.528023784083973,0.0060458455636524,0.00617608841586873,0.0785880933466943,0.373993951510781,0.682053616657166,"hetero",TRUE,FALSE,10,200,0.335
"114","homo",200,0.520112031689273,0.0058923021362876,0.0061867040494139,0.0786556040559978,0.365949880557275,0.674274182821271,"hetero",TRUE,FALSE,10,200,0.335
"115","hetero",200,0.496993314890064,0.00278665128680562,0.00283237515465635,0.0532200634597174,0.392683907254082,0.601302722526046,"hetero",TRUE,TRUE,10,200,0.335
"116","homo",200,0.49301390419208,0.00278817027096027,0.0026992055695269,0.0519538792538815,0.39118617199733,0.594841636386831,"hetero",TRUE,TRUE,10,200,0.335
"117","Naive",0,0.405,0.00357273869346734,0.00357273869346734,0.0597723907290593,0.287848266901188,0.522151733098812,"hetero",FALSE,FALSE,10,200,0.335
"118","Naive",0,0.379175305490796,0.00172803804449729,0.00172803804449729,0.0415696769833167,0.297700235754532,0.460650375227061,"hetero",FALSE,TRUE,10,200,0.335
"119","Naive",0,0.405,0.00357273869346734,0.003645005040008,0.0603738771324817,0.28666937521329,0.523330624786711,"hetero",TRUE,FALSE,10,200,0.335
"120","Naive",0,0.375809146253447,0.00174231952784954,0.00167736238069867,0.0409556147640182,0.295537616351274,0.456080676155619,"hetero",TRUE,TRUE,10,200,0.335
"121","hetero",200,0.155225615537639,0.00652337847130837,0.00652337847130837,0.0807674344727401,-0.0030756471526304,0.313526878227908,"hetero",FALSE,FALSE,11,200,0.335
"122","homo",200,0.160528404842368,0.00645917645130862,0.00645917645130862,0.0803690018060982,0.00300805582898117,0.318048753855755,"hetero",FALSE,FALSE,11,200,0.335
"123","hetero",200,0.20633182506488,0.00336409809635937,0.00336409809635937,0.0580008456521056,0.0926522565138862,0.320011393615873,"hetero",FALSE,TRUE,11,200,0.335
"124","homo",200,0.221202010720773,0.0032952332808732,0.0032952332808732,0.0574041225076493,0.108691998041655,0.33371202339989,"hetero",FALSE,TRUE,11,200,0.335
"125","hetero",200,0.155225615537639,0.00652337847130837,0.0062908035754156,0.079314586145397,-0.000228116756038593,0.310679347831317,"hetero",TRUE,FALSE,11,200,0.335
"126","homo",200,0.160528404842368,0.00645917645130862,0.00608159061628951,0.0779845537032143,0.00768148823363859,0.313375321451098,"hetero",TRUE,FALSE,11,200,0.335
"127","hetero",200,0.211160783706144,0.00339726362943835,0.00352015896258053,0.0593309275385151,0.0948743025612989,0.327447264850989,"hetero",TRUE,TRUE,11,200,0.335
"128","homo",200,0.223355138567873,0.0033961915191013,0.00326994382764561,0.057183422664664,0.1112776896324,0.335432587503346,"hetero",TRUE,TRUE,11,200,0.335
"129","Naive",0,0.125,0.00391645728643216,0.00391645728643216,0.0625816050164276,0.00234230807309069,0.247657691926909,"hetero",FALSE,FALSE,11,200,0.335
"130","Naive",0,0.167405326183975,0.00199958935032746,0.00199958935032746,0.044716768111386,0.0797620711806289,0.25504858118732,"hetero",FALSE,TRUE,11,200,0.335
"131","Naive",0,0.125,0.00391645728643216,0.00383488425585117,0.0619264422993213,0.0036264034026325,0.246373596597368,"hetero",TRUE,FALSE,11,200,0.335
"132","Naive",0,0.164563102912976,0.00199284942787952,0.00203166642219231,0.0450740104959867,0.0762196657020614,0.25290654012389,"hetero",TRUE,TRUE,11,200,0.335
"133","hetero",200,0.345927676628029,0.00591328157915361,0.00591328157915361,0.076897864594237,0.195210631535287,0.496644721720771,"hetero",FALSE,FALSE,12,200,0.335
"134","homo",200,0.35316249065321,0.00587904191839237,0.00587904191839237,0.0766749106187439,0.202882427322644,0.503442553983776,"hetero",FALSE,FALSE,12,200,0.335
"135","hetero",200,0.355316936013153,0.00296788432785326,0.00296788432785326,0.0544782922626367,0.248541445239138,0.462092426787168,"hetero",FALSE,TRUE,12,200,0.335
"136","homo",200,0.359641977086955,0.00301800820258374,0.00301800820258374,0.054936401434602,0.2519686088349,0.467315345339009,"hetero",FALSE,TRUE,12,200,0.335
"137","hetero",200,0.345927676628029,0.00591328157915361,0.00599534326624827,0.0774296020023884,0.194168445366077,0.497686907889981,"hetero",TRUE,FALSE,12,200,0.335
"138","homo",200,0.35316249065321,0.00587904191839237,0.00594591856479629,0.0771097825492738,0.202030094000918,0.504294887305502,"hetero",TRUE,FALSE,12,200,0.335
"139","hetero",200,0.360798261794686,0.00300686216597515,0.00318199303658437,0.0564091573823291,0.25023834492707,0.471358178662303,"hetero",TRUE,TRUE,12,200,0.335
"140","homo",200,0.363779510560141,0.00306846555607583,0.0030635425852859,0.0553492780918224,0.255296918929877,0.472262102190404,"hetero",TRUE,TRUE,12,200,0.335
"141","Naive",0,0.275,0.00356469849246231,0.00356469849246231,0.0597050960342776,0.157980162079311,0.392019837920689,"hetero",FALSE,FALSE,12,200,0.335
"142","Naive",0,0.277346724135439,0.001846451369923,0.001846451369923,0.0429703545473271,0.193126376819761,0.361567071451117,"hetero",FALSE,TRUE,12,200,0.335
"143","Naive",0,0.275,0.00356469849246231,0.00350421408181636,0.0591964026087427,0.158977182872531,0.391022817127469,"hetero",TRUE,FALSE,12,200,0.335
"144","Naive",0,0.277877145082557,0.00185051595305042,0.00180749508713417,0.0425146455604909,0.194549970968509,0.361204319196605,"hetero",TRUE,TRUE,12,200,0.335
"145","hetero",200,0.38181439249658,0.00601322819702711,0.00601322819702711,0.0775450075570769,0.229828970503823,0.533799814489337,"hetero",FALSE,FALSE,13,200,0.335
"146","homo",200,0.378847035427989,0.00595031558957922,0.00595031558957922,0.0771382887389863,0.227658767670524,0.530035303185454,"hetero",FALSE,FALSE,13,200,0.335
"147","hetero",200,0.386680938300551,0.00273434090955239,0.00273434090955239,0.0522909256903374,0.284192607229229,0.489169269371872,"hetero",FALSE,TRUE,13,200,0.335
"148","homo",200,0.387300372172069,0.00271288572780804,0.00271288572780804,0.052085369613818,0.285214923607529,0.489385820736609,"hetero",FALSE,TRUE,13,200,0.335
"149","hetero",200,0.38181439249658,0.00601322819702711,0.00598546448743981,0.0773657836995129,0.230180242809818,0.533448542183341,"hetero",TRUE,FALSE,13,200,0.335
"150","homo",200,0.378847035427989,0.00595031558957922,0.00608377013310468,0.0779985264803424,0.225972732679324,0.531721338176654,"hetero",TRUE,FALSE,13,200,0.335
"151","hetero",200,0.391665047988112,0.0026748391869026,0.00285006044471052,0.0533859573737375,0.287030494255396,0.496299601720828,"hetero",TRUE,TRUE,13,200,0.335
"152","homo",200,0.393707057259836,0.0026632169532074,0.00280589009765236,0.0529706531737373,0.289886484801749,0.497527629717923,"hetero",TRUE,TRUE,13,200,0.335
"153","Naive",0,0.295,0.00360791457286432,0.00360791457286432,0.0600659185633943,0.177272962917431,0.412727037082569,"hetero",FALSE,FALSE,13,200,0.335
"154","Naive",0,0.309696400990621,0.00161685402617284,0.00161685402617284,0.040210123428968,0.230886007255933,0.388506794725309,"hetero",FALSE,TRUE,13,200,0.335
"155","Naive",0,0.295,0.00360791457286432,0.00363541659931986,0.0602944159878829,0.176825116194874,0.413174883805126,"hetero",TRUE,FALSE,13,200,0.335
"156","Naive",0,0.305267554858737,0.00168170669936284,0.00166440234664309,0.0407970874774547,0.225306732728795,0.385228376988678,"hetero",TRUE,TRUE,13,200,0.335
"157","hetero",200,0.31926721303544,0.00720288812361666,0.00720288812361666,0.0848698304677031,0.152925401944722,0.485609024126159,"hetero",FALSE,FALSE,14,200,0.335
"158","homo",200,0.327477945878431,0.00712715992778076,0.00712715992778076,0.0844225084191459,0.162012869892376,0.492943021864487,"hetero",FALSE,FALSE,14,200,0.335
"159","hetero",200,0.331884089891302,0.00313627743193362,0.00313627743193362,0.0560024770160537,0.222121251894804,0.441646927887799,"hetero",FALSE,TRUE,14,200,0.335
"160","homo",200,0.321152504377749,0.00310385297047879,0.00310385297047879,0.0557122335800566,0.211958533062555,0.430346475692943,"hetero",FALSE,TRUE,14,200,0.335
"161","hetero",200,0.31926721303544,0.00720288812361666,0.00713152743991421,0.0844483714461932,0.153751446447841,0.48478297962304,"hetero",TRUE,FALSE,14,200,0.335
"162","homo",200,0.327477945878431,0.00712715992778076,0.00696768819154767,0.0834726793121418,0.163874500733572,0.491081391023291,"hetero",TRUE,FALSE,14,200,0.335
"163","hetero",200,0.327927256234921,0.00313747067537551,0.00320536692789531,0.0566159600103655,0.216962013664445,0.438892498805397,"hetero",TRUE,TRUE,14,200,0.335
"164","homo",200,0.326348511558378,0.00309891861400339,0.0032051325978905,0.0566138905030426,0.215387325147721,0.437309697969036,"hetero",TRUE,TRUE,14,200,0.335
"165","Naive",0,0.255,0.0043214824120603,0.0043214824120603,0.0657379830239741,0.126155920856705,0.383844079143295,"hetero",FALSE,FALSE,14,200,0.335
"166","Naive",0,0.249578912142072,0.00192659264154364,0.00192659264154364,0.0438929680193039,0.163550275649668,0.335607548634476,"hetero",FALSE,TRUE,14,200,0.335
"167","Naive",0,0.255,0.0043214824120603,0.00425368309561912,0.0652202659885647,0.127170627600291,0.382829372399709,"hetero",TRUE,FALSE,14,200,0.335
"168","Naive",0,0.252518884617274,0.00197887770584033,0.00193224455799396,0.0439573038071485,0.166364152297778,0.338673616936771,"hetero",TRUE,TRUE,14,200,0.335
"169","hetero",200,0.284083790830349,0.0057581113875926,0.0057581113875926,0.0758822204972456,0.135357371588821,0.432810210071878,"hetero",FALSE,FALSE,15,200,0.335
