"","spec","pi_param","kappa","de_rd","de_rd_var","var_to_use","std_err","ci_low","ci_high","setup","bootstrap","augmented","iter","m_e","kappa_","true_de"
"37","hetero",150,2,0.293293842844452,0.00292367117045475,0.00292367117045475,0.0540709827028763,0.187316664138126,0.399271021550778,"hetero",FALSE,FALSE,4,150,2,0.355
"38","homo",150,2,0.294444372740583,0.00287754553146278,0.00287754553146278,0.0536427584251852,0.189306498195838,0.399582247285329,"hetero",FALSE,FALSE,4,150,2,0.355
"39","hetero",150,2,0.298305896770348,0.00182132051589352,0.00182132051589352,0.0426769318940985,0.214660647287246,0.38195114625345,"hetero",FALSE,TRUE,4,150,2,0.355
"40","homo",150,2,0.318325268655439,0.00149259582874982,0.00149259582874982,0.0386341277726031,0.242603769647018,0.39404676766386,"hetero",FALSE,TRUE,4,150,2,0.355
"41","hetero",150,2,0.293293842844452,0.00292367117045475,0.00289546079751182,0.0538094861294161,0.187829188004189,0.398758497684715,"hetero",TRUE,FALSE,4,150,2,0.355
"42","homo",150,2,0.294444372740583,0.00287754553146278,0.00292398182029593,0.0540738552379607,0.188461563968948,0.400427181512219,"hetero",TRUE,FALSE,4,150,2,0.355
"43","hetero",150,2,0.309076944435507,0.00168525709182968,0.00173478561383459,0.0416507576621913,0.227442959488807,0.390710929382208,"hetero",TRUE,TRUE,4,150,2,0.355
"44","homo",150,2,0.314518375012845,0.0015027921341155,0.0016254248376228,0.0403165578593063,0.235499373627979,0.39353737639771,"hetero",TRUE,TRUE,4,150,2,0.355
"45","Naive",0,0,0.45,0.00672110552763819,0.00672110552763819,0.0819823488785128,0.289317548830117,0.610682451169883,"hetero",FALSE,FALSE,4,150,2,0.355
"46","Naive",0,0,0.486132289209993,0.00367042851788018,0.00367042851788018,0.0605840615828964,0.367389710470359,0.604874867949626,"hetero",FALSE,TRUE,4,150,2,0.355
"47","Naive",0,0,0.45,0.00672110552763819,0.00651450481696339,0.0807124824111078,0.291806441371406,0.608193558628594,"hetero",TRUE,FALSE,4,150,2,0.355
"48","Naive",0,0,0.486153539240355,0.00358512130975603,0.00381512655763616,0.0617667107561683,0.365093010714762,0.607214067765947,"hetero",TRUE,TRUE,4,150,2,0.355
"49","hetero",150,2,0.369595172511369,0.00281021281318955,0.00281021281318955,0.0530114403991209,0.2656946585605,0.473495686462237,"hetero",FALSE,FALSE,5,150,2,0.355
"50","homo",150,2,0.372962872138072,0.00278632464882052,0.00278632464882052,0.0527856481329965,0.269504902896795,0.476420841379349,"hetero",FALSE,FALSE,5,150,2,0.355
"51","hetero",150,2,0.357218372946026,0.00158804003376966,0.00158804003376966,0.0398502199965027,0.279113376976883,0.435323368915169,"hetero",FALSE,TRUE,5,150,2,0.355
"52","homo",150,2,0.375204358741748,0.00141729839447447,0.00141729839447447,0.0376470237133624,0.301417548138433,0.448991169345064,"hetero",FALSE,TRUE,5,150,2,0.355
"53","hetero",150,2,0.369595172511369,0.00281021281318955,0.00280883683760351,0.0529984607097556,0.265720098284187,0.473470246738551,"hetero",TRUE,FALSE,5,150,2,0.355
"54","homo",150,2,0.372962872138072,0.00278632464882052,0.0027389612865851,0.0523350865728252,0.270387987327549,0.475537756948595,"hetero",TRUE,FALSE,5,150,2,0.355
"55","hetero",150,2,0.369535859843319,0.00142779397566821,0.00153518359930872,0.0391814190568529,0.292741689628716,0.446330030057922,"hetero",TRUE,TRUE,5,150,2,0.355
"56","homo",150,2,0.368143983692315,0.00142121494593134,0.00148375336398535,0.0385195192595306,0.292647113241838,0.443640854142791,"hetero",TRUE,TRUE,5,150,2,0.355
"57","Naive",0,0,0.57,0.00650804020100503,0.00650804020100503,0.0806724252827757,0.411884951900261,0.728115048099739,"hetero",FALSE,FALSE,5,150,2,0.355
"58","Naive",0,0,0.585268358441169,0.00353752381751438,0.00353752381751438,0.0594770864914748,0.468695411012504,0.701841305869833,"hetero",FALSE,TRUE,5,150,2,0.355
"59","Naive",0,0,0.57,0.00650804020100503,0.00642964221244249,0.0801850498063229,0.412840190281057,0.727159809718943,"hetero",TRUE,FALSE,5,150,2,0.355
"60","Naive",0,0,0.575865810025568,0.00322867167750137,0.00344721320371965,0.0587129730444614,0.460790497433152,0.690941122617983,"hetero",TRUE,TRUE,5,150,2,0.355
"61","hetero",150,2,0.433263301750695,0.0025998972379711,0.0025998972379711,0.0509891874613736,0.333326330725441,0.533200272775948,"hetero",FALSE,FALSE,6,150,2,0.355
"62","homo",150,2,0.431851746686189,0.0025911894116589,0.0025911894116589,0.0509037268936067,0.332082275295856,0.531621218076521,"hetero",FALSE,FALSE,6,150,2,0.355
"63","hetero",150,2,0.393528229035204,0.00133511630131275,0.00133511630131275,0.0365392433051472,0.321912628134769,0.465143829935639,"hetero",FALSE,TRUE,6,150,2,0.355
"64","homo",150,2,0.389904333562729,0.00137521666651212,0.00137521666651212,0.0370839138510503,0.317221198008884,0.462587469116574,"hetero",FALSE,TRUE,6,150,2,0.355
"65","hetero",150,2,0.433263301750695,0.0025998972379711,0.00260497625377143,0.0510389679928134,0.333228762676688,0.533297840824702,"hetero",TRUE,FALSE,6,150,2,0.355
"66","homo",150,2,0.431851746686189,0.0025911894116589,0.00260039616715927,0.0509940797265651,0.331905186997357,0.53179830637502,"hetero",TRUE,FALSE,6,150,2,0.355
"67","hetero",150,2,0.397840607809983,0.00140901239279239,0.00132021220053745,0.0363347244455968,0.326625856508426,0.469055359111539,"hetero",TRUE,TRUE,6,150,2,0.355
"68","homo",150,2,0.399204049808697,0.00146983396586972,0.00122355538644832,0.0349793565756765,0.330645770717987,0.467762328899408,"hetero",TRUE,TRUE,6,150,2,0.355
"69","Naive",0,0,0.66,0.00605226130653266,0.00605226130653266,0.0777962808014153,0.507522091498061,0.812477908501939,"hetero",FALSE,FALSE,6,150,2,0.355
"70","Naive",0,0,0.59425050456283,0.00314410970278656,0.00314410970278656,0.0560723613091741,0.484350695868732,0.704150313256929,"hetero",FALSE,TRUE,6,150,2,0.355
"71","Naive",0,0,0.66,0.00605226130653266,0.00604304699339868,0.0777370374621948,0.507638206309257,0.812361793690743,"hetero",TRUE,FALSE,6,150,2,0.355
"72","Naive",0,0,0.582603835480016,0.00315408369577995,0.00295671000857577,0.0543756380061491,0.476029543351576,0.689178127608456,"hetero",TRUE,TRUE,6,150,2,0.355
"73","hetero",150,2,0.378573004217548,0.0025993746237609,0.0025993746237609,0.050984062448582,0.278646078032786,0.47849993040231,"hetero",FALSE,FALSE,7,150,2,0.355
"74","homo",150,2,0.379506080421196,0.00254643954470232,0.00254643954470232,0.0504622586167357,0.280601870953848,0.478410289888544,"hetero",FALSE,FALSE,7,150,2,0.355
"75","hetero",150,2,0.430439265303803,0.00120197018856256,0.00120197018856256,0.0346694417111462,0.362488408185846,0.498390122421761,"hetero",FALSE,TRUE,7,150,2,0.355
"76","homo",150,2,0.414822537550413,0.00116087925494876,0.00116087925494876,0.0340716781939012,0.348043275397528,0.481601799703298,"hetero",FALSE,TRUE,7,150,2,0.355
"77","hetero",150,2,0.378573004217548,0.0025993746237609,0.00253959281763686,0.0503943728767098,0.279801848355715,0.477344160079381,"hetero",TRUE,FALSE,7,150,2,0.355
"78","homo",150,2,0.379506080421196,0.00254643954470232,0.00252733619890053,0.0502726187790186,0.280973558205808,0.478038602636584,"hetero",TRUE,FALSE,7,150,2,0.355
"79","hetero",150,2,0.427408714625849,0.00123615186898154,0.00125504862153595,0.0354266654024331,0.357973726344729,0.496843702906969,"hetero",TRUE,TRUE,7,150,2,0.355
"80","homo",150,2,0.423412489751716,0.00121699275083105,0.0011992875326882,0.034630731044669,0.355537504145872,0.491287475357561,"hetero",TRUE,TRUE,7,150,2,0.355
"81","Naive",0,0,0.58,0.00594773869346734,0.00594773869346734,0.0771215838366105,0.428844473249557,0.731155526750443,"hetero",FALSE,FALSE,7,150,2,0.355
"82","Naive",0,0,0.658798734251484,0.0028146967220024,0.0028146967220024,0.0530537154401311,0.554815362742791,0.762782105760178,"hetero",FALSE,TRUE,7,150,2,0.355
"83","Naive",0,0,0.58,0.00594773869346734,0.00580028445689138,0.0761595985867269,0.430729929692988,0.729270070307012,"hetero",TRUE,FALSE,7,150,2,0.355
"84","Naive",0,0,0.64470582054827,0.00297047033250142,0.00286298454151319,0.053506864433577,0.539834293332792,0.749577347763749,"hetero",TRUE,TRUE,7,150,2,0.355
"85","hetero",150,2,0.443955355107427,0.00275601544413035,0.00275601544413035,0.0524977660870475,0.341061624308006,0.546849085906849,"hetero",FALSE,FALSE,8,150,2,0.355
"86","homo",150,2,0.444938163252437,0.00270564580214399,0.00270564580214399,0.0520158226133548,0.342989024304037,0.546887302200836,"hetero",FALSE,FALSE,8,150,2,0.355
"87","hetero",150,2,0.404540587117454,0.00143280412844897,0.00143280412844897,0.037852399242967,0.330351247872807,0.4787299263621,"hetero",FALSE,TRUE,8,150,2,0.355
"88","homo",150,2,0.396313203907591,0.00138792594678532,0.00138792594678532,0.0372548781609243,0.323294984463752,0.469331423351431,"hetero",FALSE,TRUE,8,150,2,0.355
"89","hetero",150,2,0.443955355107427,0.00275601544413035,0.00274776502832381,0.0524191284582623,0.341215751228254,0.5466949589866,"hetero",TRUE,FALSE,8,150,2,0.355
"90","homo",150,2,0.444938163252437,0.00270564580214399,0.0027357874603716,0.0523047556190792,0.342422726018872,0.547453600486001,"hetero",TRUE,FALSE,8,150,2,0.355
"91","hetero",150,2,0.407084163784268,0.00153173149470975,0.00129113211938454,0.0359323269408556,0.336658097099473,0.477510230469063,"hetero",TRUE,TRUE,8,150,2,0.355
"92","homo",150,2,0.399879537052117,0.00136253927788469,0.00123856641757828,0.0351932723340453,0.330901990779279,0.468857083324956,"hetero",TRUE,TRUE,8,150,2,0.355
"93","Naive",0,0,0.68,0.00631959798994975,0.00631959798994975,0.0794958992020956,0.524190900645266,0.835809099354734,"hetero",FALSE,FALSE,8,150,2,0.355
"94","Naive",0,0,0.613642305680808,0.00326287662590517,0.00326287662590517,0.0571215950924445,0.501686036560137,0.725598574801479,"hetero",FALSE,TRUE,8,150,2,0.355
"95","Naive",0,0,0.68,0.00631959798994975,0.00633024115223045,0.0795628126214153,0.524059752753317,0.835940247246683,"hetero",TRUE,FALSE,8,150,2,0.355
"96","Naive",0,0,0.609851820927581,0.00312294461501837,0.00288230752351298,0.0536871262363053,0.504626987070967,0.715076654784195,"hetero",TRUE,TRUE,8,150,2,0.355
"97","hetero",150,2,0.37280766811652,0.00269106504776256,0.00269106504776256,0.0518754763617893,0.271133602766554,0.474481733466486,"hetero",FALSE,FALSE,9,150,2,0.355
"98","homo",150,2,0.366419663854948,0.00259549228348164,0.00259549228348164,0.0509459741636338,0.266567389336917,0.466271938372978,"hetero",FALSE,FALSE,9,150,2,0.355
"99","hetero",150,2,0.378435155716541,0.00130244960110004,0.00130244960110004,0.0360894666225485,0.307701100915086,0.449169210517997,"hetero",FALSE,TRUE,9,150,2,0.355
"100","homo",150,2,0.381682505519302,0.00121830207555329,0.00121830207555329,0.0349041842126885,0.313271561552681,0.450093449485923,"hetero",FALSE,TRUE,9,150,2,0.355
"101","hetero",150,2,0.37280766811652,0.00269106504776256,0.00272674801521006,0.0522182728095258,0.270461734074963,0.475153602158078,"hetero",TRUE,FALSE,9,150,2,0.355
"102","homo",150,2,0.366419663854948,0.00259549228348164,0.00255952125867016,0.0505917113633267,0.267261731666582,0.465577596043314,"hetero",TRUE,FALSE,9,150,2,0.355
"103","hetero",150,2,0.394471069846792,0.0013501898719679,0.00138514980916576,0.0372176007980869,0.321525912691553,0.467416227002032,"hetero",TRUE,TRUE,9,150,2,0.355
"104","homo",150,2,0.377522982911926,0.00121493208525314,0.00131096290932921,0.0362072217841857,0.306558132234668,0.448487833589184,"hetero",TRUE,TRUE,9,150,2,0.355
"105","Naive",0,0,0.56,0.00606231155778895,0.00606231155778895,0.0778608473996331,0.40739554329095,0.71260445670905,"hetero",FALSE,FALSE,9,150,2,0.355
"106","Naive",0,0,0.560060366113574,0.00317282030902654,0.00317282030902654,0.0563277933974564,0.449659919725946,0.670460812501201,"hetero",FALSE,TRUE,9,150,2,0.355
"107","Naive",0,0,0.56,0.00606231155778895,0.005857829929986,0.0765364614414986,0.409991292070524,0.710008707929476,"hetero",TRUE,FALSE,9,150,2,0.355
"108","Naive",0,0,0.572600288671119,0.00303826335524122,0.00313049624433927,0.0559508377447493,0.462938661786566,0.682261915555672,"hetero",TRUE,TRUE,9,150,2,0.355
"109","hetero",150,2,0.410787903443852,0.00314877642014462,0.00314877642014462,0.0561139592271354,0.300806564328718,0.520769242558987,"hetero",FALSE,FALSE,10,150,2,0.355
"110","homo",150,2,0.412222121836816,0.0030617084454764,0.0030617084454764,0.0553327068330874,0.303772009276852,0.520672234396781,"hetero",FALSE,FALSE,10,150,2,0.355
"111","hetero",150,2,0.372806868440528,0.00146606330487031,0.00146606330487031,0.0382892061143909,0.297761403459691,0.447852333421365,"hetero",FALSE,TRUE,10,150,2,0.355
"112","homo",150,2,0.377916616588639,0.00140938203414482,0.00140938203414482,0.0375417372286475,0.304336163703424,0.451497069473855,"hetero",FALSE,TRUE,10,150,2,0.355
"113","hetero",150,2,0.410787903443852,0.00314877642014462,0.00320836843872345,0.056642461446546,0.299770719012924,0.521805087874781,"hetero",TRUE,FALSE,10,150,2,0.355
"114","homo",150,2,0.412222121836816,0.0030617084454764,0.00301729868667564,0.0549299434432226,0.304561411015278,0.519882832658355,"hetero",TRUE,FALSE,10,150,2,0.355
"115","hetero",150,2,0.365583320056175,0.00157819614585696,0.00152185802804771,0.03901099880864,0.289123167390306,0.442043472722045,"hetero",TRUE,TRUE,10,150,2,0.355
"116","homo",150,2,0.369518002046982,0.00150303408805606,0.00145129291825288,0.0380958385949552,0.294851530440018,0.444184473653945,"hetero",TRUE,TRUE,10,150,2,0.355
"117","Naive",0,0,0.63,0.00715125628140704,0.00715125628140704,0.08456510084785,0.464255447989216,0.795744552010784,"hetero",FALSE,FALSE,10,150,2,0.355
"118","Naive",0,0,0.576412097169208,0.00352834354949344,0.00352834354949344,0.0593998615275611,0.459990507888522,0.692833686449895,"hetero",FALSE,TRUE,10,150,2,0.355
"119","Naive",0,0,0.63,0.00715125628140704,0.00749819461492298,0.0865921163554915,0.460282570598135,0.799717429401865,"hetero",TRUE,FALSE,10,150,2,0.355
"120","Naive",0,0,0.571199101743168,0.00337487425752011,0.00330294228553967,0.0574712300680929,0.458557560662491,0.683840642823846,"hetero",TRUE,TRUE,10,150,2,0.355
"121","hetero",150,2,0.336296320485833,0.00287534264232381,0.00287534264232381,0.0536222215347687,0.231198697506658,0.441393943465007,"hetero",FALSE,FALSE,11,150,2,0.355
"122","homo",150,2,0.327160414156203,0.00281838104389999,0.00281838104389999,0.0530884266474341,0.223109009931336,0.431211818381071,"hetero",FALSE,FALSE,11,150,2,0.355
"123","hetero",150,2,0.38233276736391,0.00150185404678849,0.00150185404678849,0.0387537617114583,0.306376790144004,0.458288744583816,"hetero",FALSE,TRUE,11,150,2,0.355
"124","homo",150,2,0.361562447885813,0.0013477351938999,0.0013477351938999,0.0367115130973909,0.289609204396957,0.43351569137467,"hetero",FALSE,TRUE,11,150,2,0.355
"125","hetero",150,2,0.336296320485833,0.00287534264232381,0.00275809560272128,0.0525175742273125,0.233363766444891,0.439228874526774,"hetero",TRUE,FALSE,11,150,2,0.355
"126","homo",150,2,0.327160414156203,0.00281838104389999,0.00284301834454444,0.0533199619705832,0.222655209036815,0.431665619275592,"hetero",TRUE,FALSE,11,150,2,0.355
"127","hetero",150,2,0.36702339298449,0.00150002696113983,0.00150015734421138,0.0387318647138422,0.291110333091281,0.442936452877699,"hetero",TRUE,TRUE,11,150,2,0.355
"128","homo",150,2,0.369063859246952,0.0013560349981557,0.00142887287498626,0.0378004348518143,0.294976368337443,0.443151350156461,"hetero",TRUE,TRUE,11,150,2,0.355
"129","Naive",0,0,0.5,0.00658291457286432,0.00658291457286432,0.0811351623703578,0.340978003874289,0.659021996125711,"hetero",FALSE,FALSE,11,150,2,0.355
"130","Naive",0,0,0.563882564891772,0.00329791770206815,0.00329791770206815,0.0574274995282587,0.451326734094194,0.676438395689349,"hetero",FALSE,TRUE,11,150,2,0.355
"131","Naive",0,0,0.5,0.00658291457286432,0.0063240726185237,0.0795240379918154,0.344135749630847,0.655864250369153,"hetero",TRUE,FALSE,11,150,2,0.355
"132","Naive",0,0,0.563985061918288,0.00319973570585803,0.0033676345418529,0.058031323798901,0.45024575729726,0.677724366539316,"hetero",TRUE,TRUE,11,150,2,0.355
"133","hetero",150,2,0.366434038764516,0.00338902824082627,0.00338902824082627,0.0582153608665812,0.252334028119015,0.480534049410018,"hetero",FALSE,FALSE,12,150,2,0.355
"134","homo",150,2,0.372962872138072,0.00338872670400525,0.00338872670400525,0.0582127709699964,0.2588679375966,0.487057806679544,"hetero",FALSE,FALSE,12,150,2,0.355
"135","hetero",150,2,0.386998747703365,0.00157963753973785,0.00157963753973785,0.0397446542284349,0.309100656837635,0.464896838569095,"hetero",FALSE,TRUE,12,150,2,0.355
"136","homo",150,2,0.383721689550661,0.00150279821125513,0.00150279821125513,0.0387659413822898,0.307741840614582,0.45970153848674,"hetero",FALSE,TRUE,12,150,2,0.355
"137","hetero",150,2,0.366434038764516,0.00338902824082627,0.00349297550949819,0.0591014002329741,0.250597422872,0.482270654657033,"hetero",TRUE,FALSE,12,150,2,0.355
"138","homo",150,2,0.372962872138072,0.00338872670400525,0.00337450237737605,0.0580904671815957,0.259107648617038,0.486818095659105,"hetero",TRUE,FALSE,12,150,2,0.355
"139","hetero",150,2,0.37411175345165,0.00173140341146371,0.00152595757280809,0.0390635069189658,0.297548686780646,0.450674820122655,"hetero",TRUE,TRUE,12,150,2,0.355
"140","homo",150,2,0.380425106747756,0.00142613834928075,0.00151713620640529,0.0389504326857263,0.304083661501481,0.456766551994032,"hetero",TRUE,TRUE,12,150,2,0.355
"141","Naive",0,0,0.57,0.00791507537688442,0.00791507537688442,0.0889667093742621,0.395628453803404,0.744371546196596,"hetero",FALSE,FALSE,12,150,2,0.355
"142","Naive",0,0,0.577991184800814,0.0035104048399876,0.0035104048399876,0.0592486695208222,0.461865926408087,0.694116443193542,"hetero",FALSE,TRUE,12,150,2,0.355
"143","Naive",0,0,0.57,0.00791507537688442,0.00773614420484097,0.0879553534745951,0.397610674942304,0.742389325057696,"hetero",TRUE,FALSE,12,150,2,0.355
"144","Naive",0,0,0.585437509878742,0.00335178514395423,0.00341043985265663,0.0583989713321787,0.470977629333485,0.699897390423999,"hetero",TRUE,TRUE,12,150,2,0.355
"145","hetero",150,2,0.367436431412967,0.00299354203211562,0.00299354203211562,0.0547132710785566,0.260200390622619,0.474672472203314,"hetero",FALSE,FALSE,13,150,2,0.355
"146","homo",150,2,0.366419663854948,0.00293972202930149,0.00293972202930149,0.0542192035103937,0.260151977704129,0.472687350005767,"hetero",FALSE,FALSE,13,150,2,0.355
"147","hetero",150,2,0.375313842732592,0.00146524876070912,0.00146524876070912,0.0382785679030592,0.300289228262825,0.450338457202359,"hetero",FALSE,TRUE,13,150,2,0.355
"148","homo",150,2,0.377203927698162,0.00145495316510838,0.00145495316510838,0.0381438483258883,0.302443358747662,0.451964496648662,"hetero",FALSE,TRUE,13,150,2,0.355
"149","hetero",150,2,0.367436431412967,0.00299354203211562,0.00305121913644241,0.0552378415259178,0.259172251438437,0.475700611387496,"hetero",TRUE,FALSE,13,150,2,0.355
"150","homo",150,2,0.366419663854948,0.00293972202930149,0.00299028263078722,0.0546834767620643,0.259242018851869,0.473597308858027,"hetero",TRUE,FALSE,13,150,2,0.355
"151","hetero",150,2,0.374848385276674,0.00149555281433841,0.00152037173189849,0.0389919444488024,0.298425578469834,0.451271192083513,"hetero",TRUE,TRUE,13,150,2,0.355
"152","homo",150,2,0.38269294832817,0.00148777909540404,0.00141566058147013,0.0376252652013262,0.308948783624803,0.456437113031538,"hetero",TRUE,TRUE,13,150,2,0.355
"153","Naive",0,0,0.56,0.00686633165829146,0.00686633165829146,0.0828633312044083,0.397590855200346,0.722409144799654,"hetero",FALSE,FALSE,13,150,2,0.355
"154","Naive",0,0,0.574713997692869,0.00360285919537234,0.00360285919537234,0.0600238218990789,0.457069468556228,0.69235852682951,"hetero",FALSE,TRUE,13,150,2,0.355
"155","Naive",0,0,0.56,0.00686633165829146,0.00678689465493099,0.0823826113626595,0.398533048776827,0.721466951223173,"hetero",TRUE,FALSE,13,150,2,0.355
"156","Naive",0,0,0.5756494415459,0.00344707479234149,0.0033647788734449,0.0580067140376431,0.461958371170606,0.689340511921194,"hetero",TRUE,TRUE,13,150,2,0.355
"157","hetero",150,2,0.369599648288275,0.00277647996121005,0.00277647996121005,0.0526923140620153,0.266324610464652,0.472874686111899,"hetero",FALSE,FALSE,14,150,2,0.355
"158","homo",150,2,0.372962872138072,0.00270026721236556,0.00270026721236556,0.0519640954156383,0.271115116634218,0.474810627641926,"hetero",FALSE,FALSE,14,150,2,0.355
"159","hetero",150,2,0.384065227446394,0.00146883940422395,0.00146883940422395,0.0383254406918426,0.308948743998756,0.459181710894031,"hetero",FALSE,TRUE,14,150,2,0.355
"160","homo",150,2,0.378380793777168,0.00134502373732827,0.00134502373732827,0.0366745652643391,0.3064999667104,0.450261620843937,"hetero",FALSE,TRUE,14,150,2,0.355
