"","spec","pi_param","ie_rd","ie_rd_var","var_to_use","std_err","ci_low","ci_high","setup","bootstrap","augmented","iter","m_a","true_ie"
"1","hetero",300,0.318537961972569,0.010057850611772,0.010057850611772,0.100288835927894,0.12197545550245,0.515100468442687,"homo",FALSE,FALSE,1,300,0.3725
"2","homo",300,0.298378779878503,0.00971927687908452,0.00971927687908452,0.0985863929712641,0.105153000289113,0.491604559467893,"homo",FALSE,FALSE,1,300,0.3725
"3","hetero",300,0.367348948502155,0.00506427806735091,0.00506427806735091,0.0711637412405426,0.227870578665564,0.506827318338747,"homo",FALSE,TRUE,1,300,0.3725
"4","homo",300,0.335646028265759,0.00473712647900619,0.00473712647900619,0.0688267860575096,0.200748006421397,0.470544050110121,"homo",FALSE,TRUE,1,300,0.3725
"5","hetero",300,0.318537961972569,0.010057850611772,0.00970675528415907,0.0985228668084677,0.125436691374335,0.511639232570802,"homo",TRUE,FALSE,1,300,0.3725
"6","homo",300,0.298378779878503,0.00971927687908452,0.00942026528064062,0.0970580510861444,0.108148495340011,0.488609064416995,"homo",TRUE,FALSE,1,300,0.3725
"7","hetero",300,0.355822529485308,0.00481579108296256,0.00481542240653616,0.0693932446750846,0.219814269151767,0.49183078981885,"homo",TRUE,TRUE,1,300,0.3725
"8","homo",300,0.348523378898119,0.00538341825881681,0.00500352896408628,0.0707356272615595,0.209884097041613,0.487162660754625,"homo",TRUE,TRUE,1,300,0.3725
"9","Naive",0,0.205,0.00458781407035176,0.00458781407035176,0.0677334043906827,0.0722449668439747,0.337755033156025,"homo",FALSE,FALSE,1,300,0.3725
"10","Naive",0,0.229984405024712,0.00236902191853896,0.00236902191853896,0.0486725992580934,0.134587863444898,0.325380946604526,"homo",FALSE,TRUE,1,300,0.3725
"11","Naive",0,0.205,0.00458781407035176,0.00451695776655331,0.0672083162008491,0.073274120784756,0.336725879215244,"homo",TRUE,FALSE,1,300,0.3725
"12","Naive",0,0.230443434552919,0.00222894228597301,0.00227559881520945,0.0477032369468724,0.136946808191068,0.323940060914769,"homo",TRUE,TRUE,1,300,0.3725
"13","hetero",300,0.155538983729213,0.00949032136104558,0.00949032136104558,0.097418280425419,-0.0353973373404316,0.346475304798858,"homo",FALSE,FALSE,2,300,0.3725
"14","homo",300,0.152828155547526,0.00930409377080193,0.00930409377080193,0.0964577304875142,-0.0362255222384731,0.341881833333525,"homo",FALSE,FALSE,2,300,0.3725
"15","hetero",300,0.262788315643839,0.00466406259617017,0.00466406259617017,0.0682939426023287,0.128934647781029,0.396641983506649,"homo",FALSE,TRUE,2,300,0.3725
"16","homo",300,0.253326432053673,0.00449474095108237,0.00449474095108237,0.0670428292293991,0.121924901342382,0.384727962764964,"homo",FALSE,TRUE,2,300,0.3725
"17","hetero",300,0.155538983729213,0.00949032136104558,0.00935980487382296,0.096746084540011,-0.0340798576144759,0.345157825072902,"homo",TRUE,FALSE,2,300,0.3725
"18","homo",300,0.152828155547526,0.00930409377080193,0.00896541413590945,0.0946858708356714,-0.0327527411352015,0.338409052230253,"homo",TRUE,FALSE,2,300,0.3725
"19","hetero",300,0.250324497671265,0.00463301011342147,0.00506408112586862,0.0711623575063996,0.110848839903758,0.389800155438771,"homo",TRUE,TRUE,2,300,0.3725
"20","homo",300,0.244983402103128,0.00465899742554747,0.00484633931081765,0.0696156542080706,0.108539227095116,0.381427577111141,"homo",TRUE,TRUE,2,300,0.3725
"21","Naive",0,0.105,0.00439183417085427,0.00439183417085427,0.066270914969195,-0.0248886065621385,0.234888606562139,"homo",FALSE,FALSE,2,300,0.3725
"22","Naive",0,0.172693592686102,0.00218760362611282,0.00218760362611282,0.0467718251312991,0.0810224999375501,0.264364685434653,"homo",FALSE,TRUE,2,300,0.3725
"23","Naive",0,0.105,0.00439183417085427,0.00426627723044609,0.0653167454061062,-0.0230184685833401,0.23301846858334,"homo",TRUE,FALSE,2,300,0.3725
"24","Naive",0,0.170771655670535,0.00211723704118195,0.00232401369470523,0.0482080252105936,0.076285662491973,0.265257648849098,"homo",TRUE,TRUE,2,300,0.3725
"25","hetero",300,0.339694488656755,0.010715739707809,0.010715739707809,0.103516857119065,0.136805176910609,0.542583800402902,"homo",FALSE,FALSE,3,300,0.3725
"26","homo",300,0.342043967177796,0.0103239538162756,0.0103239538162756,0.101606859100533,0.142898182758516,0.541189751597076,"homo",FALSE,FALSE,3,300,0.3725
"27","hetero",300,0.221675187900106,0.00483048745254069,0.00483048745254069,0.0695017082706655,0.0854543428255925,0.35789603297462,"homo",FALSE,TRUE,3,300,0.3725
"28","homo",300,0.228701009217265,0.00481799481594071,0.00481799481594071,0.0694117772135299,0.0926564257758281,0.364745592658701,"homo",FALSE,TRUE,3,300,0.3725
"29","hetero",300,0.339694488656755,0.010715739707809,0.0105369562047504,0.102649677080595,0.138504818554123,0.540884158759388,"homo",TRUE,FALSE,3,300,0.3725
"30","homo",300,0.342043967177796,0.0103239538162756,0.0102368946621818,0.101177540305059,0.143739632135531,0.540348302220061,"homo",TRUE,FALSE,3,300,0.3725
"31","hetero",300,0.221975493575012,0.00488479314093382,0.00479702017369142,0.0692605239201337,0.0862273611411747,0.357723626008849,"homo",TRUE,TRUE,3,300,0.3725
"32","homo",300,0.217470553208039,0.00476057622500167,0.00470399199922507,0.0685856544710705,0.0830451405886324,0.351895965827446,"homo",TRUE,TRUE,3,300,0.3725
"33","Naive",0,0.235,0.00487324120603015,0.00487324120603015,0.0698086040974187,0.098177650158044,0.371822349841956,"homo",FALSE,FALSE,3,300,0.3725
"34","Naive",0,0.151773843353096,0.00227542941198136,0.00227542941198136,0.0477014613191395,0.0582806971576516,0.245266989548539,"homo",FALSE,TRUE,3,300,0.3725
"35","Naive",0,0.235,0.00487324120603015,0.00487091633926785,0.069791950390198,0.0982102908244058,0.371789709175594,"homo",TRUE,FALSE,3,300,0.3725
"36","Naive",0,0.139374165486047,0.00223978444917269,0.00220284238810753,0.0469344477767399,0.0473843382093605,0.231363992762733,"homo",TRUE,TRUE,3,300,0.3725
"37","hetero",300,0.392416194878191,0.00952137042305443,0.00952137042305443,0.0975775098219586,0.201167789926049,0.583664599830333,"homo",FALSE,FALSE,4,300,0.3725
"38","homo",300,0.363876560827443,0.00923516272910629,0.00923516272910629,0.096099754053308,0.175524503959802,0.552228617695083,"homo",FALSE,FALSE,4,300,0.3725
"39","hetero",300,0.411515812008551,0.00444357024177471,0.00444357024177471,0.0666601098242023,0.28086439754763,0.542167226469472,"homo",FALSE,TRUE,4,300,0.3725
"40","homo",300,0.391938142104626,0.0045644207201387,0.0045644207201387,0.0675604967428356,0.259522001711032,0.524354282498219,"homo",FALSE,TRUE,4,300,0.3725
"41","hetero",300,0.392416194878191,0.00952137042305443,0.00978017175941848,0.0988947509194421,0.198586044816025,0.586246344940357,"homo",TRUE,FALSE,4,300,0.3725
"42","homo",300,0.363876560827443,0.00923516272910629,0.00905490554404291,0.0951572674263133,0.177371743804622,0.550381377850263,"homo",TRUE,FALSE,4,300,0.3725
"43","hetero",300,0.419429492387738,0.00482927136964746,0.00463432833452611,0.0680759012759002,0.286003177671869,0.552855807103607,"homo",TRUE,TRUE,4,300,0.3725
"44","homo",300,0.383849388348734,0.00434470399020198,0.00439280175208473,0.0662782147623541,0.253946474454909,0.513752302242559,"homo",TRUE,TRUE,4,300,0.3725
"45","Naive",0,0.25,0.00435929648241206,0.00435929648241206,0.0660249686286337,0.120593439407491,0.379406560592509,"homo",FALSE,FALSE,4,300,0.3725
"46","Naive",0,0.265294795452115,0.00204503857874492,0.00204503857874492,0.0452221027678382,0.176661102721983,0.353928488182247,"homo",FALSE,TRUE,4,300,0.3725
"47","Naive",0,0.25,0.00435929648241206,0.00430606714942989,0.0656206305168572,0.12138592754415,0.37861407245585,"homo",TRUE,FALSE,4,300,0.3725
"48","Naive",0,0.269955602055892,0.00204215176936546,0.00210471502866653,0.0458771732854862,0.180037994703836,0.359873209407948,"homo",TRUE,TRUE,4,300,0.3725
